[loci]=5554

[populations]=9

[pop]=1
 1	52	2	51 1 
 2	54	2	48 6 
 3	48	3	45 1 2 
 4	52	2	50 2 
 5	54	2	47 7 
 6	52	2	47 5 
 7	54	2	52 2 
 8	54	3	3 47 4 
 9	54	2	53 1 
 10	54	2	4 50 
 11	52	2	48 4 
 12	54	4	49 3 2 0 
 13	52	2	52 0 
 14	50	4	4 39 7 0 
 15	54	3	51 0 3 
 16	52	2	49 3 
 17	54	2	53 1 
 18	54	2	54 0 
 19	50	2	49 1 
 20	54	4	41 1 11 1 
 21	52	2	51 1 
 22	54	3	52 0 2 
 23	54	2	49 5 
 24	54	4	48 2 3 1 
 25	52	2	5 47 
 26	54	2	53 1 
 27	50	3	6 42 2 
 28	52	3	49 1 2 
 29	54	4	48 1 4 1 
 30	52	2	50 2 
 31	52	2	52 0 
 32	52	2	48 4 
 33	54	4	48 2 1 3 
 34	50	3	45 4 1 
 35	54	2	54 0 
 36	54	2	52 2 
 37	54	4	42 8 4 0 
 38	54	2	54 0 
 39	48	2	7 41 
 40	54	4	49 3 1 1 
 41	52	4	37 14 1 0 
 42	50	2	50 0 
 43	52	2	51 1 
 44	54	3	53 1 0 
 45	54	4	45 3 6 0 
 46	52	3	38 11 3 
 47	54	4	54 0 0 0 
 48	52	2	49 3 
 49	54	3	43 5 6 
 50	52	3	42 1 9 
 51	54	2	54 0 
 52	54	2	53 1 
 53	54	3	53 0 1 
 54	54	2	51 3 
 55	54	2	49 5 
 56	54	3	1 43 10 
 57	52	3	51 0 1 
 58	54	3	52 2 0 
 59	50	3	46 3 1 
 60	54	2	51 3 
 61	54	2	42 12 
 62	54	4	44 7 1 2 
 63	54	2	54 0 
 64	54	2	48 6 
 65	54	2	54 0 
 66	54	3	53 1 0 
 67	54	2	51 3 
 68	52	2	50 2 
 69	52	2	52 0 
 70	52	5	42 3 1 5 1 
 71	54	2	40 14 
 72	54	2	52 2 
 73	52	2	41 11 
 74	54	3	51 1 2 
 75	54	6	12 35 1 5 1 0 
 76	54	3	53 1 0 
 77	54	2	54 0 
 78	54	3	49 3 2 
 79	54	2	54 0 
 80	54	3	3 49 2 
 81	54	2	49 5 
 82	54	5	48 2 0 3 1 
 83	54	3	44 7 3 
 84	54	2	47 7 
 85	54	2	46 8 
 86	54	3	49 3 2 
 87	54	2	45 9 
 88	52	3	23 28 1 
 89	50	2	3 47 
 90	54	2	50 4 
 91	52	3	45 3 4 
 92	54	2	53 1 
 93	50	2	48 2 
 94	54	6	47 7 0 0 0 0 
 95	54	3	52 2 0 
 96	52	3	0 50 2 
 97	52	2	50 2 
 98	54	2	53 1 
 99	54	2	38 16 
 100	54	3	49 2 3 
 101	54	2	54 0 
 102	54	2	54 0 
 103	54	4	46 3 1 4 
 104	52	4	48 2 2 0 
 105	52	2	46 6 
 106	54	3	50 4 0 
 107	50	3	43 6 1 
 108	54	2	50 4 
 109	52	2	49 3 
 110	54	3	54 0 0 
 111	54	3	53 0 1 
 112	54	4	5 44 5 0 
 113	54	2	53 1 
 114	50	3	45 2 3 
 115	52	8	33 5 8 3 2 0 1 0 
 116	54	2	51 3 
 117	54	2	51 3 
 118	54	2	54 0 
 119	52	2	6 46 
 120	52	4	49 1 1 1 
 121	50	2	47 3 
 122	54	2	50 4 
 123	54	4	45 5 1 3 
 124	50	2	40 10 
 125	54	2	53 1 
 126	52	3	41 7 4 
 127	54	2	48 6 
 128	54	4	37 10 4 3 
 129	52	3	45 1 6 
 130	54	2	52 2 
 131	50	3	38 6 6 
 132	46	2	45 1 
 133	52	2	42 10 
 134	54	4	54 0 0 0 
 135	54	5	43 8 2 1 0 
 136	52	2	3 49 
 137	54	3	52 2 0 
 138	52	2	50 2 
 139	54	2	1 53 
 140	54	2	51 3 
 141	54	2	53 1 
 142	54	4	41 9 2 2 
 143	54	3	51 0 3 
 144	54	2	54 0 
 145	54	2	51 3 
 146	54	2	50 4 
 147	54	2	14 40 
 148	54	2	52 2 
 149	54	3	51 2 1 
 150	54	3	3 50 1 
 151	54	2	53 1 
 152	54	3	45 6 3 
 153	54	2	45 9 
 154	54	2	54 0 
 155	54	2	52 2 
 156	52	2	47 5 
 157	54	3	49 1 4 
 158	54	2	50 4 
 159	54	3	46 3 5 
 160	54	5	49 0 0 3 2 
 161	54	3	47 6 1 
 162	54	3	49 2 3 
 163	54	3	49 5 0 
 164	50	4	38 4 7 1 
 165	54	2	52 2 
 166	54	2	53 1 
 167	54	2	51 3 
 168	54	2	54 0 
 169	54	2	52 2 
 170	54	5	3 43 4 2 2 
 171	54	4	39 12 2 1 
 172	54	4	47 3 0 4 
 173	52	2	2 50 
 174	54	3	43 7 4 
 175	50	3	40 5 5 
 176	54	2	50 4 
 177	54	4	3 49 2 0 
 178	52	2	49 3 
 179	54	2	51 3 
 180	54	2	54 0 
 181	54	2	46 8 
 182	54	2	45 9 
 183	54	2	16 38 
 184	54	6	29 8 6 3 6 2 
 185	54	4	47 1 4 2 
 186	52	3	42 7 3 
 187	54	2	54 0 
 188	52	4	46 0 2 4 
 189	52	2	51 1 
 190	54	2	50 4 
 191	54	5	50 0 1 2 1 
 192	52	2	47 5 
 193	52	4	8 40 0 4 
 194	54	4	43 10 1 0 
 195	52	2	52 0 
 196	54	3	49 5 0 
 197	54	3	48 1 5 
 198	54	2	48 6 
 199	54	4	45 4 4 1 
 200	52	2	51 1 
 201	54	2	52 2 
 202	54	2	52 2 
 203	52	2	52 0 
 204	54	2	12 42 
 205	54	2	52 2 
 206	54	2	51 3 
 207	54	3	52 2 0 
 208	50	2	49 1 
 209	54	3	53 0 1 
 210	54	2	52 2 
 211	54	3	43 4 7 
 212	54	2	53 1 
 213	54	2	54 0 
 214	54	2	44 10 
 215	52	4	49 1 0 2 
 216	54	5	50 0 1 3 0 
 217	54	2	54 0 
 218	54	2	52 2 
 219	54	2	50 4 
 220	54	3	47 3 4 
 221	54	2	54 0 
 222	54	2	51 3 
 223	54	3	52 0 2 
 224	52	2	41 11 
 225	52	3	51 0 1 
 226	54	2	48 6 
 227	52	2	52 0 
 228	48	2	45 3 
 229	48	3	8 37 3 
 230	54	2	53 1 
 231	54	2	54 0 
 232	54	3	49 4 1 
 233	54	3	42 12 0 
 234	52	2	41 11 
 235	54	2	54 0 
 236	54	4	42 0 1 11 
 237	52	2	49 3 
 238	54	3	53 0 1 
 239	54	2	48 6 
 240	52	2	51 1 
 241	54	2	50 4 
 242	54	2	54 0 
 243	54	2	54 0 
 244	54	2	5 49 
 245	54	2	46 8 
 246	54	2	51 3 
 247	54	2	47 7 
 248	54	3	8 40 6 
 249	54	3	33 15 6 
 250	54	2	47 7 
